Product ID,Category,Sub-Category,Sales,Profit,Quantity,Discount,Cluster
FUR-BO-10003441,Furniture,Bookcases,1473.2982000000002,73.71539999999999,18,0.19499999999999998,2
FUR-BO-10003450,Furniture,Bookcases,649.376,-97.4064,14,0.2333333333333333,2
FUR-BO-10003546,Furniture,Bookcases,1474.308,-191.86200000000002,22,0.25,0
FUR-BO-10003660,Furniture,Bookcases,729.2339999999999,48.6156,4,0.2333333333333333,2
FUR-BO-10003893,Furniture,Bookcases,1368.2620000000002,-103.482,16,0.235,2
FUR-BO-10003894,Furniture,Bookcases,802.074,106.47,14,0.19999999999999998,2
FUR-BO-10003965,Furniture,Bookcases,1646.9180000000001,-285.9484,12,0.2475,2
FUR-BO-10003966,Furniture,Bookcases,1427.683,-8.549,10,0.15,2
FUR-BO-10004015,Furniture,Bookcases,3317.7235,135.58870000000002,34,0.16666666666666666,2
FUR-BO-10004218,Furniture,Bookcases,3626.0056,-208.6504,34,0.23375,0
FUR-BO-10004357,Furniture,Bookcases,2904.161,-170.83299999999997,17,0.2,2
FUR-BO-10004360,Furniture,Bookcases,489.37919999999997,-70.8312,4,0.16,2
FUR-BO-10004409,Furniture,Bookcases,858.858,-9.93719999999999,17,0.245,2
FUR-BO-10004467,Furniture,Bookcases,1897.8102,-612.9386999999999,31,0.315,0
FUR-BO-10004690,Furniture,Bookcases,1072.344,-78.36359999999999,9,0.15,2
FUR-BO-10004695,Furniture,Bookcases,4886.46,566.4674,31,0.15,1
FUR-BO-10004709,Furniture,Bookcases,1426.8878,-20.293,32,0.23000000000000004,0
FUR-BO-10004834,Furniture,Bookcases,15610.9656,-669.5448000000001,24,0.23399999999999999,1
FUR-CH-10000015,Furniture,Chairs,6584.64,814.416,36,0.13333333333333333,1
FUR-CH-10000155,Furniture,Chairs,3528.79,514.366,14,0.16666666666666666,2
FUR-CH-10000225,Furniture,Chairs,1757.266,-166.00900000000001,25,0.17142857142857146,2
FUR-CH-10000229,Furniture,Chairs,2032.35,-460.666,10,0.25,2
FUR-CH-10000309,Furniture,Chairs,6084.144,697.1415,17,0.16,1
FUR-CH-10000422,Furniture,Chairs,2647.809,49.13459999999999,34,0.14444444444444446,2
FUR-CH-10000454,Furniture,Chairs,10637.528,1927.442,51,0.14166666666666666,1
FUR-CH-10000513,Furniture,Chairs,4770.633,-197.5848,42,0.16666666666666666,2
FUR-CH-10000553,Furniture,Chairs,685.588,115.7354,23,0.12,2
FUR-CH-10000595,Furniture,Chairs,5697.76,870.16,27,0.125,1
FUR-CH-10000665,Furniture,Chairs,3955.676,573.7239999999999,32,0.15555555555555556,2
FUR-CH-10000749,Furniture,Chairs,2207.956,231.6544,13,0.1,2
FUR-CH-10000785,Furniture,Chairs,6008.536,785.4532,39,0.13636363636363635,1
FUR-CH-10000847,Furniture,Chairs,4626.582,750.7284000000001,18,0.11666666666666665,2
FUR-CH-10000863,Furniture,Chairs,2913.9139999999998,-445.391,25,0.2,2
FUR-CH-10000988,Furniture,Chairs,5294.456,833.5952,44,0.16,1
FUR-CH-10001146,Furniture,Chairs,2442.024,117.48629999999999,51,0.18666666666666665,0
FUR-CH-10001190,Furniture,Chairs,1087.92,-149.589,10,0.20000000000000004,2
FUR-CH-10001215,Furniture,Chairs,12975.382,951.8620000000001,32,0.2,1
FUR-CH-10001270,Furniture,Chairs,2389.125,336.375,34,0.1625,2
FUR-CH-10001394,Furniture,Chairs,5861.532999999999,701.98,21,0.18571428571428572,1
FUR-CH-10001482,Furniture,Chairs,2200.464,-130.98,20,0.14285714285714285,2
FUR-CH-10001545,Furniture,Chairs,1686.904,-36.473600000000005,18,0.15,2
FUR-CH-10001708,Furniture,Chairs,3989.734,425.75960000000003,32,0.15714285714285717,2
FUR-CH-10001714,Furniture,Chairs,1689.968,-114.6764,13,0.18,2
FUR-CH-10001797,Furniture,Chairs,881.192,170.8512,26,0.15,2
FUR-CH-10001802,Furniture,Chairs,967.84,12.097999999999999,10,0.19999999999999998,2
FUR-CH-10001854,Furniture,Chairs,8774.5,1305.6456,28,0.1,1
FUR-CH-10001891,Furniture,Chairs,1420.504,229.3922,17,0.11666666666666668,2
FUR-CH-10001973,Furniture,Chairs,1775.68,-228.61880000000002,21,0.21428571428571427,2
FUR-CH-10002017,Furniture,Chairs,245.088,14.9184,12,0.2,2
FUR-CH-10002024,Furniture,Chairs,21870.576,5.684341886080802e-14,39,0.2,1
FUR-CH-10002044,Furniture,Chairs,694.194,-158.48579999999998,7,0.25,2
FUR-CH-10002073,Furniture,Chairs,5427.99,1292.1264,22,0.07500000000000001,1
FUR-CH-10002084,Furniture,Chairs,2705.7799999999997,499.3394,23,0.04,2
FUR-CH-10002126,Furniture,Chairs,2586.1879999999996,-48.796,15,0.275,0
FUR-CH-10002304,Furniture,Chairs,901.506,44.166000000000004,44,0.17142857142857143,2
FUR-CH-10002317,Furniture,Chairs,207.184,25.898,1,0.2,2
FUR-CH-10002320,Furniture,Chairs,6483.796,1540.704,22,0.1,1
FUR-CH-10002331,Furniture,Chairs,7582.374,832.9932000000001,24,0.13333333333333333,1
FUR-CH-10002335,Furniture,Chairs,6936.102,1233.0848,34,0.1111111111111111,1
FUR-CH-10002372,Furniture,Chairs,1311.876,-42.1096,19,0.17142857142857143,2
FUR-CH-10002439,Furniture,Chairs,1589.406,253.8392,31,0.11666666666666668,2
FUR-CH-10002602,Furniture,Chairs,4619.987999999999,486.15560000000005,37,0.19090909090909092,1
FUR-CH-10002647,Furniture,Chairs,3641.274,234.234,64,0.18000000000000002,1
FUR-CH-10002758,Furniture,Chairs,1268.696,73.194,7,0.25,2
FUR-CH-10002774,Furniture,Chairs,764.7,76.9798,19,0.21428571428571427,2
FUR-CH-10002780,Furniture,Chairs,600.4680000000001,47.3096,8,0.15000000000000002,2
FUR-CH-10002880,Furniture,Chairs,5436.158,-474.7414,54,0.18571428571428572,1
FUR-CH-10002961,Furniture,Chairs,1437.484,54.588,19,0.19999999999999998,2
FUR-CH-10002965,Furniture,Chairs,5989.204,267.3034,39,0.22727272727272727,1
FUR-CH-10003061,Furniture,Chairs,1448.839,63.8929,19,0.1375,2
FUR-CH-10003199,Furniture,Chairs,1842.268,155.372,20,0.18333333333333335,2
FUR-CH-10003298,Furniture,Chairs,3680.538,-491.175,35,0.18888888888888888,0
FUR-CH-10003312,Furniture,Chairs,5282.424,-989.0496,24,0.21666666666666667,0
FUR-CH-10003379,Furniture,Chairs,7979.4400000000005,926.1850000000001,33,0.16666666666666666,1
FUR-CH-10003396,Furniture,Chairs,1770.54,-216.31380000000001,29,0.21000000000000002,2
FUR-CH-10003535,Furniture,Chairs,1396.442,-20.733200000000004,28,0.175,2
FUR-CH-10003606,Furniture,Chairs,705.32,151.3232,6,0.16666666666666666,2
FUR-CH-10003746,Furniture,Chairs,5906.032,1052.8144,21,0.14285714285714285,1
FUR-CH-10003761,Furniture,Chairs,969.252,204.3288,8,0.15,2
FUR-CH-10003774,Furniture,Chairs,4166.884,-503.1194,59,0.2285714285714286,0
FUR-CH-10003817,Furniture,Chairs,2204.862,245.99699999999999,43,0.16,2
FUR-CH-10003833,Furniture,Chairs,1890.3799999999999,-131.107,39,0.1888888888888889,2
FUR-CH-10003846,Furniture,Chairs,1242.054,139.3524,13,0.07500000000000001,2
FUR-CH-10003956,Furniture,Chairs,922.74,-133.4424,16,0.15000000000000002,2
FUR-CH-10003968,Furniture,Chairs,1341.5220000000002,-32.6508,22,0.13333333333333333,2
FUR-CH-10003973,Furniture,Chairs,9070.944,773.2608,31,0.225,1
FUR-CH-10003981,Furniture,Chairs,4420.056,41.1168,24,0.2714285714285714,0
FUR-CH-10004063,Furniture,Chairs,8665.194,1558.5910000000001,35,0.1875,1
FUR-CH-10004086,Furniture,Chairs,8430.997,1388.6348,34,0.1875,1
FUR-CH-10004218,Furniture,Chairs,3150.576,499.851,35,0.13333333333333333,2
FUR-CH-10004287,Furniture,Chairs,11572.78,1179.374,53,0.2,1
FUR-CH-10004289,Furniture,Chairs,2389.902,-1.7763568394002505e-15,30,0.14285714285714285,2
FUR-CH-10004477,Furniture,Chairs,2185.951,283.7474,44,0.2,0
FUR-CH-10004495,Furniture,Chairs,6410.874,854.7832000000001,26,0.175,1
FUR-CH-10004540,Furniture,Chairs,815.864,15.0832,32,0.26666666666666666,0
FUR-CH-10004626,Furniture,Chairs,1947.1770000000001,413.649,20,0.05000000000000001,2
FUR-CH-10004675,Furniture,Chairs,5212.112,972.6368,27,0.14285714285714285,1
FUR-CH-10004698,Furniture,Chairs,1830.148,80.97999999999999,30,0.225,0
FUR-CH-10004754,Furniture,Chairs,803.464,125.0166,31,0.14285714285714285,2
FUR-CH-10004853,Furniture,Chairs,2959.208,493.7046,23,0.11666666666666665,2
FUR-CH-10004860,Furniture,Chairs,1746.9540000000002,-246.3912,21,0.1875,2
FUR-CH-10004875,Furniture,Chairs,1501.8980000000001,254.8244,24,0.1375,2
FUR-CH-10004886,Furniture,Chairs,1775.075,117.059,24,0.21666666666666667,2
FUR-CH-10004983,Furniture,Chairs,4185.48,342.88739999999996,31,0.16,2
FUR-CH-10004997,Furniture,Chairs,6748.482,281.96999999999997,43,0.16,1
FUR-FU-10000010,Furniture,Furnishings,175.938,52.4832,36,0.06,2
FUR-FU-10000023,Furniture,Furnishings,236.77800000000002,88.35,45,0.19999999999999998,0
FUR-FU-10000073,Furniture,Furnishings,124.74,37.037,17,0.06666666666666667,2
FUR-FU-10000076,Furniture,Furnishings,487.512,180.0198,27,0.06666666666666667,2
FUR-FU-10000087,Furniture,Furnishings,308.99199999999996,94.51520000000001,16,0.13333333333333333,2
FUR-FU-10000175,Furniture,Furnishings,159.268,7.6888000000000005,16,0.35,0
FUR-FU-10000193,Furniture,Furnishings,467.712,-129.92,20,0.26666666666666666,0
FUR-FU-10000206,Furniture,Furnishings,45.396,14.55,20,0.2285714285714286,2
FUR-FU-10000221,Furniture,Furnishings,176.784,49.3776,38,0.1111111111111111,2
FUR-FU-10000222,Furniture,Furnishings,441.72799999999995,28.257600000000004,19,0.24,2
FUR-FU-10000246,Furniture,Furnishings,244.39999999999998,56.211999999999996,22,0.08,2
FUR-FU-10000260,Furniture,Furnishings,124.586,26.211599999999997,19,0.2,2
FUR-FU-10000277,Furniture,Furnishings,1685.44,244.3888,18,0.16,2
FUR-FU-10000293,Furniture,Furnishings,1431.944,46.3276,14,0.05,2
FUR-FU-10000305,Furniture,Furnishings,468.46799999999996,51.105599999999995,7,0.06666666666666667,2
FUR-FU-10000308,Furniture,Furnishings,1579.3719999999998,318.3616,26,0.028571428571428574,2
FUR-FU-10000320,Furniture,Furnishings,82.832,26.720000000000002,30,0.16666666666666666,2
FUR-FU-10000397,Furniture,Furnishings,338.98,94.9144,17,0.0,2
FUR-FU-10000409,Furniture,Furnishings,98.868,42.2436,7,0.06666666666666667,2
FUR-FU-10000448,Furniture,Furnishings,175.78,8.789,11,0.0,2
FUR-FU-10000521,Furniture,Furnishings,357.948,94.7682,13,0.05,2
FUR-FU-10000550,Furniture,Furnishings,72.708,9.3126,19,0.2333333333333333,2
FUR-FU-10000576,Furniture,Furnishings,3861.056,289.5791999999999,23,0.2,2
FUR-FU-10000629,Furniture,Furnishings,455.07,183.1312,34,0.05,2
FUR-FU-10000672,Furniture,Furnishings,258.72,87.9648,22,0.0,2
FUR-FU-10000719,Furniture,Furnishings,145.69,52.4484,17,0.0,2
FUR-FU-10000723,Furniture,Furnishings,1115.6399999999999,-125.1996,33,0.17777777777777778,2
FUR-FU-10000732,Furniture,Furnishings,133.136,39.187200000000004,22,0.028571428571428574,2
FUR-FU-10000747,Furniture,Furnishings,1002.3639999999999,124.6058,23,0.028571428571428574,2
FUR-FU-10000755,Furniture,Furnishings,93.6,23.4,15,0.0,2
FUR-FU-10000758,Furniture,Furnishings,513.712,123.9264,23,0.2,2
FUR-FU-10000771,Furniture,Furnishings,138.16,58.0272,22,0.0,2
FUR-FU-10000794,Furniture,Furnishings,155.38,52.8292,17,0.0,2
FUR-FU-10000820,Furniture,Furnishings,146.11399999999998,6.795999999999999,10,0.19999999999999998,2
FUR-FU-10000965,Furniture,Furnishings,1184.232,448.76160000000004,24,0.09999999999999999,2
FUR-FU-10001025,Furniture,Furnishings,53.46,6.3666,17,0.26666666666666666,0
FUR-FU-10001037,Furniture,Furnishings,168.744,48.822,23,0.17142857142857143,2
FUR-FU-10001057,Furniture,Furnishings,299.85,38.180899999999994,17,0.1,2
FUR-FU-10001085,Furniture,Furnishings,216.34,75.34599999999999,14,0.2,2
FUR-FU-10001095,Furniture,Furnishings,455.456,61.4336,24,0.225,2
FUR-FU-10001185,Furniture,Furnishings,822.738,311.7744,28,0.04,2
FUR-FU-10001196,Furniture,Furnishings,125.786,20.772,26,0.12,2
FUR-FU-10001215,Furniture,Furnishings,681.454,256.1922,17,0.15,2
FUR-FU-10001290,Furniture,Furnishings,867.2599999999999,266.072,21,0.05,2
FUR-FU-10001379,Furniture,Furnishings,58.784,-1.0687999999999995,4,0.3,0
FUR-FU-10001424,Furniture,Furnishings,96.03,15.364799999999999,14,0.19999999999999998,2
FUR-FU-10001468,Furniture,Furnishings,3317.0119999999997,-530.038,25,0.2333333333333333,0
FUR-FU-10001473,Furniture,Furnishings,839.6759999999999,176.3247,57,0.15714285714285717,2
FUR-FU-10001475,Furniture,Furnishings,334.096,29.453199999999995,21,0.27999999999999997,0
FUR-FU-10001487,Furniture,Furnishings,160.54000000000002,46.5566,23,0.0,2
FUR-FU-10001488,Furniture,Furnishings,2267.972,148.372,25,0.14285714285714285,2
FUR-FU-10001546,Furniture,Furnishings,108.936,-11.214,15,0.34285714285714286,0
FUR-FU-10001588,Furniture,Furnishings,437.70000000000005,138.3132,18,0.15,2
FUR-FU-10001591,Furniture,Furnishings,270.84,108.092,23,0.06666666666666667,2
FUR-FU-10001602,Furniture,Furnishings,546.192,17.447799999999997,17,0.16666666666666666,2
FUR-FU-10001617,Furniture,Furnishings,66.56,18.512,7,0.1,2
FUR-FU-10001706,Furniture,Furnishings,115.192,44.7216,44,0.12,2
FUR-FU-10001731,Furniture,Furnishings,93.984,32.7342,37,0.07500000000000001,2
FUR-FU-10001756,Furniture,Furnishings,262.752,-7.616000000000003,20,0.3,0
FUR-FU-10001847,Furniture,Furnishings,48.852,17.0568,12,0.04,2
FUR-FU-10001852,Furniture,Furnishings,33.756,8.9088,21,0.08,2
FUR-FU-10001861,Furniture,Furnishings,434.56,197.104,24,0.13333333333333333,2
FUR-FU-10001867,Furniture,Furnishings,121.296,21.7056,13,0.13333333333333333,2
FUR-FU-10001876,Furniture,Furnishings,636.6080000000001,179.2896,22,0.14285714285714285,2
FUR-FU-10001889,Furniture,Furnishings,265.104,74.7972,27,0.06666666666666667,2
FUR-FU-10001918,Furniture,Furnishings,137.17,47.7257,31,0.125,2
FUR-FU-10001934,Furniture,Furnishings,251.76000000000002,65.4576,12,0.0,2
FUR-FU-10001935,Furniture,Furnishings,108.03999999999999,36.001,33,0.15,2
FUR-FU-10001940,Furniture,Furnishings,219.696,50.3072,38,0.27999999999999997,0
FUR-FU-10001967,Furniture,Furnishings,143.928,-5.997000000000002,10,0.3,0
FUR-FU-10001979,Furniture,Furnishings,1114.384,288.4288,28,0.06666666666666667,2
FUR-FU-10001986,Furniture,Furnishings,581.172,81.568,14,0.25,2
FUR-FU-10002030,Furniture,Furnishings,97.812,-1.7783999999999978,8,0.4,0
FUR-FU-10002045,Furniture,Furnishings,377.90999999999997,166.2804,17,0.0,2
FUR-FU-10002088,Furniture,Furnishings,170.62,56.0352,22,0.17142857142857143,2
FUR-FU-10002107,Furniture,Furnishings,37.464,13.736799999999999,19,0.1,2
FUR-FU-10002111,Furniture,Furnishings,59.696,14.56,10,0.19999999999999998,2
FUR-FU-10002116,Furniture,Furnishings,763.6679999999999,-222.73649999999998,15,0.24,2
FUR-FU-10002157,Furniture,Furnishings,156.8,61.152,10,0.0,2
FUR-FU-10002191,Furniture,Furnishings,62.82,22.8944,11,0.15999999999999998,2
FUR-FU-10002240,Furniture,Furnishings,19.7,0.7879999999999998,8,0.3,0
FUR-FU-10002253,Furniture,Furnishings,1047.7359999999999,340.5142,27,0.1142857142857143,2
FUR-FU-10002268,Furniture,Furnishings,149.264,37.4142,34,0.05714285714285715,2
FUR-FU-10002298,Furniture,Furnishings,2064.228,-173.12879999999998,24,0.2,2
FUR-FU-10002364,Furniture,Furnishings,183.024,10.110600000000002,33,0.16666666666666666,2
FUR-FU-10002379,Furniture,Furnishings,331.76,39.8112,8,0.0,2
FUR-FU-10002396,Furniture,Furnishings,171.088,39.7528,18,0.2,2
FUR-FU-10002445,Furniture,Furnishings,216.144,73.944,25,0.09999999999999999,2
FUR-FU-10002456,Furniture,Furnishings,154.336,42.2968,27,0.17142857142857143,2
FUR-FU-10002501,Furniture,Furnishings,409.536,98.97120000000001,39,0.16666666666666666,2
FUR-FU-10002505,Furniture,Furnishings,36.396,-4.8528,18,0.3,0
FUR-FU-10002506,Furniture,Furnishings,93.52799999999999,2.0784000000000002,8,0.06666666666666667,2
FUR-FU-10002508,Furniture,Furnishings,45.036,16.0128,6,0.1,2
FUR-FU-10002553,Furniture,Furnishings,117.28,-16.4925,5,0.4,0
FUR-FU-10002554,Furniture,Furnishings,167.93,38.6239,7,0.0,2
FUR-FU-10002597,Furniture,Furnishings,136.344,56.1184,28,0.028571428571428574,2
FUR-FU-10002671,Furniture,Furnishings,168.84,78.256,13,0.04,2
FUR-FU-10002685,Furniture,Furnishings,56.099999999999994,21.317999999999998,3,0.0,2
FUR-FU-10002703,Furniture,Furnishings,180.46,-46.403999999999996,4,0.3,0
FUR-FU-10002759,Furniture,Furnishings,551.448,91.1088,36,0.27499999999999997,0
FUR-FU-10002813,Furniture,Furnishings,291.45599999999996,97.152,15,0.04,2
FUR-FU-10002874,Furniture,Furnishings,63.824,9.5736,2,0.2,2
FUR-FU-10002878,Furniture,Furnishings,467.072,162.0512,17,0.06666666666666667,2
FUR-FU-10002885,Furniture,Furnishings,84.83200000000001,28.0524,19,0.10000000000000002,2
FUR-FU-10002918,Furniture,Furnishings,1200.936,-256.56359999999995,18,0.15999999999999998,2
FUR-FU-10002937,Furniture,Furnishings,2699.056,1260.221,29,0.07500000000000001,2
FUR-FU-10002960,Furniture,Furnishings,135.648,44.588,25,0.12000000000000002,2
FUR-FU-10002963,Furniture,Furnishings,47.752,14.224,10,0.15,2
FUR-FU-10003026,Furniture,Furnishings,39.688,13.116399999999999,9,0.06666666666666667,2
FUR-FU-10003039,Furniture,Furnishings,500.308,101.7868,14,0.16666666666666666,2
FUR-FU-10003095,Furniture,Furnishings,101.94,30.582,3,0.0,2
FUR-FU-10003096,Furniture,Furnishings,83.49,31.5744,12,0.06666666666666667,2
FUR-FU-10003142,Furniture,Furnishings,152.064,42.768,30,0.03333333333333333,2
FUR-FU-10003192,Furniture,Furnishings,1545.816,362.46720000000005,18,0.05,2
FUR-FU-10003194,Furniture,Furnishings,108.08,6.755000000000001,15,0.2,2
FUR-FU-10003247,Furniture,Furnishings,369.24800000000005,-40.4914,21,0.2333333333333333,2
FUR-FU-10003268,Furniture,Furnishings,775.6120000000001,135.932,20,0.06666666666666667,2
FUR-FU-10003274,Furniture,Furnishings,35.904,15.206399999999999,21,0.04,2
FUR-FU-10003347,Furniture,Furnishings,298.2,116.298,21,0.0,2
FUR-FU-10003374,Furniture,Furnishings,463.79600000000005,73.0232,11,0.1,2
FUR-FU-10003394,Furniture,Furnishings,1469.1599999999999,-40.57679999999999,26,0.19999999999999998,2
FUR-FU-10003424,Furniture,Furnishings,151.656,35.4576,16,0.13333333333333333,2
FUR-FU-10003464,Furniture,Furnishings,210.912,59.217600000000004,11,0.05,2
FUR-FU-10003489,Furniture,Furnishings,36.162,3.6162,6,0.3,0
FUR-FU-10003535,Furniture,Furnishings,531.948,192.2142,21,0.13333333333333333,2
FUR-FU-10003553,Furniture,Furnishings,949.026,247.57199999999997,17,0.2,2
FUR-FU-10003577,Furniture,Furnishings,246.64800000000002,81.4512,18,0.06666666666666667,2
FUR-FU-10003601,Furniture,Furnishings,1623.248,-343.0956,26,0.26666666666666666,0
FUR-FU-10003623,Furniture,Furnishings,508.72800000000007,99.5808,21,0.12000000000000002,2
FUR-FU-10003664,Furniture,Furnishings,2863.8,627.1722000000001,33,0.12,2
FUR-FU-10003691,Furniture,Furnishings,180.31,55.822,18,0.16,2
FUR-FU-10003708,Furniture,Furnishings,1322.17,172.246,24,0.13333333333333333,2
FUR-FU-10003724,Furniture,Furnishings,279.558,44.1936,38,0.1111111111111111,2
FUR-FU-10003731,Furniture,Furnishings,149.70000000000002,41.916,15,0.0,2
FUR-FU-10003773,Furniture,Furnishings,1304.1280000000002,-111.328,20,0.15999999999999998,2
FUR-FU-10003798,Furniture,Furnishings,158.24,27.692,10,0.2,2
FUR-FU-10003799,Furniture,Furnishings,316.48400000000004,71.12,20,0.16,2
FUR-FU-10003806,Furniture,Furnishings,2058.496,-529.76,19,0.3,0
FUR-FU-10003829,Furniture,Furnishings,65.296,17.1248,23,0.08571428571428573,2
FUR-FU-10003832,Furniture,Furnishings,155.708,20.636,20,0.2,2
FUR-FU-10003849,Furniture,Furnishings,161.92,26.1096,11,0.24,2
FUR-FU-10003878,Furniture,Furnishings,253.648,41.8672,21,0.16666666666666666,2
FUR-FU-10003919,Furniture,Furnishings,98.13600000000001,-78.5088,6,0.6,0
FUR-FU-10003930,Furniture,Furnishings,786.9,147.9372,14,0.4,0
FUR-FU-10003975,Furniture,Furnishings,563.03,56.303000000000004,13,0.0,2
FUR-FU-10003976,Furniture,Furnishings,196.248,55.1004,17,0.04,2
FUR-FU-10003981,Furniture,Furnishings,29.952,10.6496,16,0.08,2
FUR-FU-10004006,Furniture,Furnishings,673.87,72.07849999999999,17,0.06666666666666667,2
FUR-FU-10004017,Furniture,Furnishings,1264.5819999999999,222.875,21,0.05714285714285715,2
FUR-FU-10004018,Furniture,Furnishings,536.04,144.7308,36,0.0,2
FUR-FU-10004020,Furniture,Furnishings,87.52,25.162,20,0.2,2
FUR-FU-10004053,Furniture,Furnishings,234.784,84.8056,13,0.13333333333333333,2
FUR-FU-10004071,Furniture,Furnishings,1268.922,106.09020000000001,13,0.05,2
FUR-FU-10004090,Furniture,Furnishings,346.788,93.5883,17,0.05714285714285715,2
FUR-FU-10004091,Furniture,Furnishings,1117.4279999999999,322.9506,39,0.125,2
FUR-FU-10004093,Furniture,Furnishings,260.14799999999997,68.46000000000001,8,0.06666666666666667,2
FUR-FU-10004164,Furniture,Furnishings,29.7,13.068000000000001,6,0.0,2
FUR-FU-10004188,Furniture,Furnishings,1329.9,345.774,13,0.0,2
FUR-FU-10004245,Furniture,Furnishings,194.68800000000002,68.952,10,0.06666666666666667,2
FUR-FU-10004270,Furniture,Furnishings,426.56,116.7148,51,0.175,2
FUR-FU-10004306,Furniture,Furnishings,2759.06,314.76599999999996,17,0.2333333333333333,2
FUR-FU-10004351,Furniture,Furnishings,202.592,71.68639999999999,24,0.16666666666666666,2
FUR-FU-10004415,Furniture,Furnishings,46.592,-2.8672,16,0.25,2
FUR-FU-10004460,Furniture,Furnishings,479.33799999999997,127.2996,14,0.1,2
FUR-FU-10004586,Furniture,Furnishings,81.00800000000001,25.763199999999998,16,0.2333333333333333,2
FUR-FU-10004587,Furniture,Furnishings,163.332,3.141000000000002,15,0.39999999999999997,0
FUR-FU-10004597,Furniture,Furnishings,344.1,-42.18000000000001,8,0.3,0
FUR-FU-10004622,Furniture,Furnishings,379.4,-48.78,10,0.19999999999999998,2
FUR-FU-10004665,Furniture,Furnishings,2191.68,569.8368,16,0.0,2
FUR-FU-10004666,Furniture,Furnishings,119.556,27.701999999999998,10,0.19999999999999998,2
FUR-FU-10004671,Furniture,Furnishings,176.7,23.3244,14,0.26666666666666666,0
FUR-FU-10004712,Furniture,Furnishings,84.84,22.0584,6,0.0,2
FUR-FU-10004748,Furniture,Furnishings,575.46,107.41919999999999,12,0.15,2
FUR-FU-10004845,Furniture,Furnishings,702.44,123.96,14,0.06666666666666667,2
FUR-FU-10004848,Furniture,Furnishings,1438.132,235.1407,44,0.11666666666666665,2
FUR-FU-10004864,Furniture,Furnishings,1834.812,436.43789999999996,46,0.0923076923076923,2
FUR-FU-10004904,Furniture,Furnishings,1002.936,-267.4496,19,0.3,0
FUR-FU-10004909,Furniture,Furnishings,193.92,4.847999999999999,18,0.35,0
FUR-FU-10004952,Furniture,Furnishings,514.556,23.53819999999999,13,0.15,2
FUR-FU-10004960,Furniture,Furnishings,390.66,132.8244,17,0.0,2
FUR-FU-10004963,Furniture,Furnishings,159.25,47.6,22,0.16666666666666666,2
FUR-FU-10004973,Furniture,Furnishings,678.24,120.9528,51,0.3,0
FUR-TA-10000198,Furniture,Tables,9917.640000000001,-2876.1156,27,0.28,0
FUR-TA-10000577,Furniture,Tables,7242.768,-532.7613,29,0.2625,0
